"","Name","Season","Pos","through_4_years","after_2010","BPM","MP"
"1596","Mike Conley",2007,"PG",1,0,-3,1381
"1597","Mike Conley",2008,"PG",1,0,-0.3,2508
"1598","Mike Conley",2009,"PG",1,0,-0.6,2569
"1599","Mike Conley",2010,"PG",1,0,1.2,2872
"1600","Daequan Cook",2007,"SG",1,0,-5.2,1441
"1601","Daequan Cook",2008,"SF",1,0,-2.1,1833
"1602","Daequan Cook",2009,"SG",1,0,-3.3,691
"1603","Daequan Cook",2010,"SG",1,0,1.1,598
"1604","Javaris Crittenton",2007,"SG",0,0,-4.13333333333333,1358
"1605","Javaris Crittenton",2008,"PG",0,0,-4.2,1130
"1606","Javaris Crittenton",2008,"PG,SG",0,0,-4.3,1174
"1607","Javaris Crittenton",2008,"SG",0,0,-5.5,44
"1608","Jermareo Davidson",2007,"SF",0,0,-5.2,322
"1609","Jermareo Davidson",2008,"SF",0,0,-5.2,111
"1610","Glen Davis",2007,"C",1,0,-3,940
"1611","Glen Davis",2008,"C",1,0,-2.2,1637
"1612","Glen Davis",2009,"PF",1,0,-4.5,933
"1613","Glen Davis",2010,"C",1,0,-1.9,2298
"1614","Guillermo Díaz",2007,"SG",0,0,-2.9,18
"1615","Jared Dudley",2007,"PF",1,0,-0.7,1384
"1616","Jared Dudley",2008,"SF",1,0,0.133333333333333,2310
"1617","Jared Dudley",2009,"SF",1,0,2.1,1991
"1618","Jared Dudley",2010,"SF",1,0,1.8,2140
"1619","Kevin Durant",2007,"SG",1,0,-0.1,2768
"1620","Kevin Durant",2008,"SF",1,0,3.3,2885
"1621","Kevin Durant",2009,"SF",1,0,7.1,3239
"1622","Kevin Durant",2010,"SF",1,0,4.9,3038
"1623","Nick Fazekas",2007,"PF",0,0,-1.13333333333333,538
"1624","Kyrylo Fesenko",2007,"C",1,0,-11.9,70
"1625","Kyrylo Fesenko",2008,"C",1,0,-3.1,156
"1626","Kyrylo Fesenko",2009,"C",1,0,-4.4,408
"1627","Kyrylo Fesenko",2010,"C",1,0,-7.4,456
"1628","Thomas Gardner",2007,"SG",0,0,-7.2,45
"1629","Thomas Gardner",2008,"SG",0,0,-8.5,98
"1630","Marcin Gortat",2007,"C",1,0,-3.4,41
"1631","Marcin Gortat",2008,"PF",1,0,1.1,794
"1632","Marcin Gortat",2009,"C",1,0,0.1,1088
"1633","Marcin Gortat",2010,"C",1,0,0.733333333333333,4064
"1634","Aaron Gray",2007,"C",1,0,-3.5,613
"1635","Aaron Gray",2008,"C",1,0,-3.4,715
"1636","Aaron Gray",2009,"C",1,0,-3.3,622
"1637","Aaron Gray",2010,"C",1,0,-4,531
"1638","Jeff Green",2007,"SF",1,0,-4.1,2253
"1639","Jeff Green",2008,"PF",1,0,-1.2,2873
"1640","Jeff Green",2009,"PF",1,0,0.2,3043
"1641","Jeff Green",2010,"PF",1,0,-1.2,1815
"1642","Jeff Green",2010,"PF,SF",1,0,-1.1,2427
"1643","Jeff Green",2010,"SF",1,0,-0.7,612
"1644","Taurean Green",2007,"PG",0,0,-7.8,44
"1645","Taurean Green",2007,"PG,SG",0,0,-7.5,74
"1646","Taurean Green",2007,"SG",0,0,-7.1,30
"1647","Mike Harris",2007,"PF",1,0,0.3,159
"1648","Mike Harris",2009,"PF",1,0,-6.36666666666667,192
"1649","Mike Harris",2010,"PF",1,0,-2.4,16
"1650","Spencer Hawes",2007,"C",1,0,-4.1,931
"1651","Spencer Hawes",2008,"C",1,0,-3,2259
"1652","Spencer Hawes",2009,"C",1,0,-1.2,1904
"1653","Spencer Hawes",2010,"C",1,0,-1.9,1718
"1654","Al Horford",2007,"C",1,0,-1.6,2540
"1655","Al Horford",2008,"C",1,0,1.7,2242
"1656","Al Horford",2009,"C",1,0,2.3,2845
"1657","Al Horford",2010,"C",1,0,3.6,2704
"1658","Yi Jianlian",2007,"PF",1,0,-3.9,1647
"1659","Yi Jianlian",2008,"PF",1,0,-3.8,1421
"1660","Yi Jianlian",2009,"PF",1,0,-4.1,1655
"1661","Yi Jianlian",2010,"PF",1,0,-5.3,1112
"1662","Coby Karl",2007,"SG",0,0,0.4,71
"1663","Coby Karl",2009,"SF",0,0,-4.1,108
"1664","Coby Karl",2009,"SF,SG",0,0,-5.7,113
"1665","Coby Karl",2009,"SG",0,0,-40.3,5
"1666","Carl Landry",2007,"PF",1,0,1.5,711
"1667","Carl Landry",2008,"PF",1,0,0.7,1467
"1668","Carl Landry",2009,"PF",1,0,0.633333333333333,4938
"1669","Carl Landry",2010,"PF",1,0,-1.93333333333333,4016
"1670","Keith Langford",2007,"SG",0,0,-15.1,10
"1671","Stéphane Lasme",2007,"PF",0,0,-4.4,303
"1672","Stéphane Lasme",2007,"PF,SF",0,0,-4.4,303
"1673","Stéphane Lasme",2007,"SF",0,0,-6.6,0
"1674","Acie Law",2007,"PG",1,0,-5.2,865
"1675","Acie Law",2008,"PG",1,0,-2.9,560
"1676","Acie Law",2009,"PG",1,0,-1.95,468
"1677","Acie Law",2010,"PG",1,0,-5.46666666666667,1452
"1678","Ian Mahinmi",2007,"C",1,0,6.6,23
"1679","Ian Mahinmi",2009,"C",1,0,-0.8,165
"1680","Ian Mahinmi",2010,"C",1,0,-2.1,488
"1681","Dominic McGuire",2007,"SG",1,0,-4.3,695
"1682","Dominic McGuire",2008,"SF",1,0,-1.1,2072
"1683","Dominic McGuire",2009,"SF",1,0,-6.5,614
"1684","Dominic McGuire",2010,"SF",1,0,-2.9,760
"1685","Josh McRoberts",2007,"PF",1,0,3.7,28
"1686","Josh McRoberts",2008,"PF",1,0,-2.3,279
"1687","Josh McRoberts",2009,"C",1,0,-0.2,524
"1688","Josh McRoberts",2010,"PF",1,0,2.3,1597
"1689","Jamario Moon",2007,"SF",1,0,1.9,2166
"1690","Jamario Moon",2008,"SF",1,0,1.4,4136
"1691","Jamario Moon",2009,"SF",1,0,1.4,1052
"1692","Jamario Moon",2010,"SF",1,0,-1.26666666666667,2084
"1693","Juan Carlos Navarro",2007,"SG",0,0,-2.3,2117
"1694","Demetris Nichols",2007,"SF",0,0,-15,88
"1695","Demetris Nichols",2008,"SF",0,0,-5.76666666666667,28
"1696","Joakim Noah",2007,"C",1,0,-0.2,1534
"1697","Joakim Noah",2008,"C",1,0,1.1,1938
"1698","Joakim Noah",2009,"C",1,0,1.6,1925
"1699","Joakim Noah",2010,"C",1,0,2.9,1576
"1700","Oleksiy Pecherov",2007,"C",0,0,-6.1,320
"1701","Oleksiy Pecherov",2008,"C",0,0,-4.2,277
"1702","Oleksiy Pecherov",2009,"C",0,0,-4.2,447
"1703","Kosta Perovic",2007,"C",0,0,-5.9,38
"1704","Kasib Powell",2007,"SF",0,0,-3.8,304
"1705","Gabe Pruitt",2007,"PG",0,0,-4.8,95
"1706","Gabe Pruitt",2008,"SG",0,0,-2.2,366
"1707","Chris Richard",2007,"C",0,0,-5.7,556
"1708","Chris Richard",2009,"PF",0,0,-5.8,224
"1709","Cheikh Samb",2007,"C",0,0,-2.3,31
"1710","Cheikh Samb",2008,"C",0,0,-14.45,166
"1711","Luis Scola",2007,"PF",1,0,0,2024
"1712","Luis Scola",2008,"PF",1,0,0.5,2488
"1713","Luis Scola",2009,"PF",1,0,-0.3,2671
"1714","Luis Scola",2010,"PF",1,0,-0.4,2412
"1715","Ramon Sessions",2007,"PG",1,0,-1,450
"1716","Ramon Sessions",2008,"PG",1,0,1.6,2173
"1717","Ramon Sessions",2009,"PG",1,0,-3,1732
"1718","Ramon Sessions",2010,"PG",1,0,0.3,2133
"1719","Courtney Sims",2007,"C",0,0,-7.5,11
"1720","Courtney Sims",2008,"C",0,0,-12.9666666666667,26
"1721","Jason Smith",2007,"PF",1,0,-3.5,1107
"1722","Jason Smith",2009,"PF",1,0,-4.3,658
"1723","Jason Smith",2010,"C",1,0,-3.5,1102
"1724","D.J. Strawberry",2007,"SG",0,0,-5.6,270
"1725","Rodney Stuckey",2007,"PG",1,0,-1.1,1081
"1726","Rodney Stuckey",2008,"PG",1,0,-0.5,2517
"1727","Rodney Stuckey",2009,"PG",1,0,-0.4,2499
"1728","Rodney Stuckey",2010,"PG",1,0,0.2,2183
"1729","Al Thornton",2007,"PF",1,0,-3.4,2158
"1730","Al Thornton",2008,"SF",1,0,-4.1,2654
"1731","Al Thornton",2009,"SF",1,0,-2.96666666666667,4158
"1732","Al Thornton",2010,"PF",1,0,-5.5,314
"1733","Al Thornton",2010,"PF,SF",1,0,-3.3,1383
"1734","Al Thornton",2010,"SF",1,0,-2.7,1069
"1735","Alando Tucker",2007,"SF",0,0,-7.2,48
"1736","Alando Tucker",2008,"SG",0,0,-4.2,282
"1737","Alando Tucker",2009,"SF",0,0,-5.2,192
"1738","Darius Washington",2007,"SG",0,0,-4.7,146
"1739","Darryl Watkins",2007,"C",1,0,-11.8,71
"1740","C.J. Watson",2007,"PG",1,0,-2.8,368
"1741","C.J. Watson",2008,"PG",1,0,-0.5,1883
"1742","C.J. Watson",2009,"PG",1,0,-0.4,1788
"1743","C.J. Watson",2010,"PG",1,0,-0.3,1091
"1744","Mario West",2007,"SG",1,0,-3.8,269
"1745","Mario West",2008,"SG",1,0,-0.3,269
"1746","Mario West",2009,"SG",1,0,-2.1,142
"1747","Mario West",2010,"SG",1,0,-4.2,116
"1748","Marcus Williams",2007,"PF",0,0,-8.1,34
"1749","Marcus Williams",2007,"PF,SF",0,0,-7.8,36
"1750","Marcus Williams",2007,"SF",0,0,-1.8,2
"1751","Marcus Williams",2008,"PF",0,0,22.7,3
"1752","Sean Williams",2007,"C",1,0,-2.2,1278
"1753","Sean Williams",2008,"PF",1,0,-4.8,366
"1754","Sean Williams",2009,"PF",1,0,-7.2,227
"1755","Brandan Wright",2007,"PF",1,0,-0.4,376
"1756","Brandan Wright",2008,"PF",1,0,0.1,688
"1757","Brandan Wright",2010,"PF",1,0,-1.43333333333333,758
"1758","Julian Wright",2007,"SF",1,0,1.8,640
"1759","Julian Wright",2008,"SF",1,0,-0.9,772
"1760","Julian Wright",2009,"SF",1,0,-2.1,871
"1761","Julian Wright",2010,"SF",1,0,0,766
"1762","Nick Young",2007,"SG",1,0,-4.7,1158
"1763","Nick Young",2008,"SG",1,0,-3.3,1837
"1764","Nick Young",2009,"SG",1,0,-3.7,1421
"1765","Nick Young",2010,"SG",1,0,-1.3,2034
"1766","Thaddeus Young",2007,"PF",1,0,0.5,1554
"1767","Thaddeus Young",2008,"PF",1,0,-0.1,2580
"1768","Thaddeus Young",2009,"PF",1,0,-1.9,2145
"1769","Thaddeus Young",2010,"PF",1,0,1,2135
"1770","Alexis Ajinça",2008,"PF",1,0,-7.5,182
"1771","Alexis Ajinça",2009,"C",1,0,-5.3,30
"1772","Alexis Ajinça",2010,"C",1,0,-3.6,680
"1773","Joe Alexander",2008,"SF",0,0,-3.5,716
"1774","Joe Alexander",2009,"SF",0,0,-8.3,29
"1775","Ryan Anderson",2008,"PF",1,0,-1.1,1312
"1776","Ryan Anderson",2009,"PF",1,0,2.3,911
"1777","Ryan Anderson",2010,"PF",1,0,4.6,1424
"1778","Ryan Anderson",2011,"PF",1,0,4,1964
"1779","Darrell Arthur",2008,"PF",1,0,-3.4,1464
"1780","Darrell Arthur",2009,"PF",1,0,-4.1,457
"1781","Darrell Arthur",2010,"PF",1,0,-1.6,1609
"1782","D.J. Augustin",2008,"PG",1,0,0.9,1908
"1783","D.J. Augustin",2009,"PG",1,0,-1.1,1472
"1784","D.J. Augustin",2010,"PG",1,0,0.1,2757
"1785","D.J. Augustin",2011,"PG",1,0,-2.5,1408
"1786","Nicolas Batum",2008,"SF",1,0,1.4,1454
"1787","Nicolas Batum",2009,"SF",1,0,3.9,918
"1788","Nicolas Batum",2010,"SF",1,0,1.1,2522
"1789","Nicolas Batum",2011,"SF",1,0,2.5,1791
"1790","Jerryd Bayless",2008,"PG",1,0,-5,655
"1791","Jerryd Bayless",2009,"SG",1,0,-1.7,1304
"1792","Jerryd Bayless",2010,"PG",1,0,-3.43333333333333,2992
"1793","Jerryd Bayless",2011,"PG",1,0,1.7,705
"1794","Michael Beasley",2008,"PF",1,0,-1.7,2009
"1795","Michael Beasley",2009,"PF",1,0,-0.8,2328
"1796","Michael Beasley",2010,"SF",1,0,-1.8,2361
"1797","Michael Beasley",2011,"SF",1,0,-2.1,1087
"1798","Bobby Brown",2008,"PG",1,0,-2.2,256
"1799","Bobby Brown",2008,"PG,SG",1,0,-5,931
"1800","Bobby Brown",2008,"SG",1,0,-6.1,675
"1801","Bobby Brown",2009,"PG",1,0,-5.43333333333333,1038
"1802","Mario Chalmers",2008,"PG",1,0,-0.4,2626
"1803","Mario Chalmers",2009,"PG",1,0,-1.3,1807
"1804","Mario Chalmers",2010,"PG",1,0,-0.8,1579
"1805","Mario Chalmers",2011,"PG",1,0,0.4,1825
"1806","Joe Crawford",2008,"SF",0,0,-2.7,23
"1807","Joey Dorsey",2008,"PF",1,0,0.3,6
"1808","Joey Dorsey",2009,"PF",1,0,-5.23333333333333,212
"1809","Joey Dorsey",2010,"C",1,0,-1.6,522
"1810","Chris Douglas-Roberts",2008,"SG",1,0,-2.5,585
"1811","Chris Douglas-Roberts",2009,"SF",1,0,-3.2,1730
"1812","Chris Douglas-Roberts",2010,"SF",1,0,-1.4,884
"1813","Goran Dragic",2008,"PG",1,0,-4.3,728
"1814","Goran Dragic",2009,"PG",1,0,0.1,1442
"1815","Goran Dragic",2010,"PG",1,0,-0.366666666666667,2468
"1816","Goran Dragic",2011,"PG",1,0,1.9,1752
"1817","Rudy Fernández",2008,"SG",1,0,3,1993
"1818","Rudy Fernández",2009,"SG",1,0,1.5,1441
"1819","Rudy Fernández",2010,"SG",1,0,0.9,1821
"1820","Rudy Fernández",2011,"SG",1,0,0.7,710
"1821","Danilo Gallinari",2008,"SG",1,0,0.6,412
"1822","Danilo Gallinari",2009,"SF",1,0,0.5,2747
"1823","Danilo Gallinari",2010,"PF",1,0,0.1,1671
"1824","Danilo Gallinari",2010,"PF,SF",1,0,0.7,2104
"1825","Danilo Gallinari",2010,"SF",1,0,3,433
"1826","Danilo Gallinari",2011,"SF",1,0,1.8,1351
"1827","Marc Gasol",2008,"C",1,0,-0.1,2521
"1828","Marc Gasol",2009,"C",1,0,2.8,2469
"1829","Marc Gasol",2010,"C",1,0,2.3,2586
"1830","Marc Gasol",2011,"C",1,0,3.1,2370
"1831","J.R. Giddens",2008,"SF",0,0,7.2,8
"1832","J.R. Giddens",2009,"SF",0,0,-4.7,478
"1833","Eric Gordon",2008,"SG",1,0,-0.4,2677
"1834","Eric Gordon",2009,"SG",1,0,-0.9,2229
"1835","Eric Gordon",2010,"SG",1,0,2,2112
"1836","Eric Gordon",2011,"SG",1,0,1.8,310
"1837","Donté Greene",2008,"SF",1,0,-6.8,725
"1838","Donté Greene",2009,"SF",1,0,-1.6,1630
"1839","Donté Greene",2010,"SF",1,0,-2.2,1127
"1840","Donté Greene",2011,"PF",1,0,-2.4,777
"1841","Hamed Haddadi",2008,"C",1,0,0.3,120
"1842","Hamed Haddadi",2009,"C",1,0,-7.2,240
"1843","Hamed Haddadi",2010,"C",1,0,-1.1,168
"1844","Hamed Haddadi",2011,"C",1,0,-1.4,206
"1845","Malik Hairston",2008,"SG",0,0,-2,155
"1846","Malik Hairston",2009,"SG",0,0,-1.9,317
"1847","Roy Hibbert",2008,"C",1,0,-3,1009
"1848","Roy Hibbert",2009,"C",1,0,-0.9,2035
"1849","Roy Hibbert",2010,"C",1,0,-1.1,2244
"1850","Roy Hibbert",2011,"C",1,0,1.4,1937
"1851","J.J. Hickson",2008,"C",1,0,-3.2,705
"1852","J.J. Hickson",2009,"PF",1,0,-1.4,1691
"1853","J.J. Hickson",2010,"C",1,0,-3.8,2256
"1854","J.J. Hickson",2011,"PF",1,0,-2.23333333333333,2488
"1855","George Hill",2008,"PG",1,0,-1.8,1270
"1856","George Hill",2009,"PG",1,0,0.9,2276
"1857","George Hill",2010,"PG",1,0,0.8,2148
"1858","George Hill",2011,"PG",1,0,2.3,1274
"1859","Steven Hill",2008,"PF",0,0,29.2,2
"1860","Othello Hunter",2008,"PF",0,0,-2.1,92
"1861","Othello Hunter",2009,"SF",0,0,-11.9,33
"1862","Darnell Jackson",2008,"PF",0,0,-5.2,430
"1863","Darnell Jackson",2009,"PF",0,0,-16.7333333333333,246
"1864","Darnell Jackson",2010,"PF",0,0,-3.5,486
"1865","Nathan Jawai",2008,"PF",0,0,-18.3,19
"1866","Nathan Jawai",2009,"C",0,0,-3.8,412
"1867","Dontell Jefferson",2008,"SG",0,0,-0.1,84
"1868","Trey Johnson",2008,"SG",1,0,-23.2,14
"1869","Trey Johnson",2010,"SG",1,0,-5.26666666666667,188
"1870","Trey Johnson",2011,"SG",1,0,-2.9,61
"1871","DeAndre Jordan",2008,"C",1,0,-3.3,771
"1872","DeAndre Jordan",2009,"C",1,0,-3.8,1137
"1873","DeAndre Jordan",2010,"C",1,0,-0.7,2047
"1874","DeAndre Jordan",2011,"C",1,0,0.1,1798
"1875","Kosta Koufos",2008,"C",1,0,-1.4,565
"1876","Kosta Koufos",2009,"C",1,0,-6.5,172
"1877","Kosta Koufos",2010,"C",1,0,-5.16666666666667,868
"1878","Kosta Koufos",2011,"C",1,0,0.9,792
"1879","Rob Kurz",2008,"PF",0,0,-2.7,442
"1880","Courtney Lee",2008,"SG",1,0,-0.1,1939
"1881","Courtney Lee",2009,"SG",1,0,-1.4,2375
"1882","Courtney Lee",2010,"SG",1,0,-1.1,1723
"1883","Courtney Lee",2011,"SG",1,0,0,1757
"1884","Brook Lopez",2008,"C",1,0,-0.6,2501
"1885","Brook Lopez",2009,"C",1,0,1.2,3027
"1886","Brook Lopez",2010,"C",1,0,0.6,2889
"1887","Brook Lopez",2011,"C",1,0,0.6,136
"1888","Robin Lopez",2008,"C",1,0,-3.4,614
"1889","Robin Lopez",2009,"C",1,0,-0.6,986
"1890","Robin Lopez",2010,"C",1,0,-4.1,991
"1891","Robin Lopez",2011,"C",1,0,-2.2,895
"1892","Kevin Love",2008,"C",1,0,-1.1,2048
"1893","Kevin Love",2009,"PF",1,0,1.5,1714
"1894","Kevin Love",2010,"PF",1,0,4.4,2611
"1895","Kevin Love",2011,"PF",1,0,5.2,2145
"1896","Cartier Martin",2008,"SF",1,0,-2.8,266
"1897","Cartier Martin",2009,"SF",1,0,-4,780
"1898","Cartier Martin",2010,"SF",1,0,-0.6,542
"1899","Cartier Martin",2011,"SF",1,0,-1.1,391
"1900","O.J. Mayo",2008,"SG",1,0,-1.3,3120
"1901","O.J. Mayo",2009,"SG",1,0,0,3113
"1902","O.J. Mayo",2010,"SG",1,0,-0.6,1869
"1903","O.J. Mayo",2011,"SG",1,0,0.8,1771
"1904","Luc Mbah a Moute",2008,"PF",1,0,-0.8,2114
"1905","Luc Mbah a Moute",2009,"PF",1,0,-0.3,1866
"1906","Luc Mbah a Moute",2010,"PF",1,0,-1.3,2093
"1907","Luc Mbah a Moute",2011,"PF",1,0,-1.1,1009
"1908","JaVale McGee",2008,"C",1,0,-2.9,1143
"1909","JaVale McGee",2009,"C",1,0,-0.8,968
"1910","JaVale McGee",2010,"C",1,0,-0.4,2193
"1911","JaVale McGee",2011,"C",1,0,0.233333333333333,3070
"1912","Anthony Morrow",2008,"SG",1,0,-0.2,1515
"1913","Anthony Morrow",2009,"SG",1,0,-0.4,2018
"1914","Anthony Morrow",2010,"SG",1,0,-1,1856
"1915","Anthony Morrow",2011,"SG",1,0,-1.9,1636
"1916","DeMarcus Nelson",2008,"PG",0,0,-5.5,171
"1917","Greg Oden",2008,"C",1,0,-1.1,1314
"1918","Greg Oden",2009,"C",1,0,3.5,502
"1919","Anthony Randolph",2008,"PF",1,0,-2.3,1129
"1920","Anthony Randolph",2009,"C",1,0,-0.6,749
"1921","Anthony Randolph",2010,"C",1,0,-1,463
"1922","Anthony Randolph",2010,"C,PF",1,0,-2.2,590
"1923","Anthony Randolph",2010,"PF",1,0,-6.5,127
"1924","Anthony Randolph",2011,"PF",1,0,-0.8,517
"1925","Derrick Rose",2008,"PG",1,0,-0.4,3000
"1926","Derrick Rose",2009,"PG",1,0,1.7,2871
"1927","Derrick Rose",2010,"PG",1,0,6.8,3026
"1928","Derrick Rose",2011,"PG",1,0,6.4,1375
"1929","Brandon Rush",2008,"SG",1,0,-2.8,1803
"1930","Brandon Rush",2009,"SG",1,0,-1.3,2491
"1931","Brandon Rush",2010,"SG",1,0,-0.8,1754
"1932","Brandon Rush",2011,"SF",1,0,1.7,1717
"1933","Walter Sharpe",2008,"PF",0,0,-10.1,20
"1934","Sean Singletary",2008,"PG",0,0,-4.96666666666667,606
"1935","Marreese Speights",2008,"C",1,0,-1.4,1263
"1936","Marreese Speights",2009,"C",1,0,-2.9,1016
"1937","Marreese Speights",2010,"C",1,0,-3,734
"1938","Marreese Speights",2011,"PF",1,0,-3,1345
"1939","Mike Taylor",2008,"PG",0,0,-5.2,771
"1940","Jason Thompson",2008,"PF",1,0,-4.2,2303
"1941","Jason Thompson",2009,"C",1,0,-2.4,2357
"1942","Jason Thompson",2010,"PF",1,0,-2.2,1748
"1943","Jason Thompson",2011,"PF",1,0,-0.9,1657
"1944","Anthony Tolliver",2008,"PF",1,0,-3.9,208
"1945","Anthony Tolliver",2009,"PF",1,0,-6.93333333333333,2854
"1946","Anthony Tolliver",2010,"SF",1,0,0,1362
"1947","Anthony Tolliver",2011,"SF",1,0,-2.6,882
"1948","Roko Ukic",2008,"PG",0,0,-4.6,890
"1949","Roko Ukic",2009,"PG",0,0,-1.8,97
"1950","Henry Walker",2008,"SF",1,0,-4.5,216
"1951","Henry Walker",2009,"SF",1,0,-5,29
"1952","Henry Walker",2009,"SF,SG",1,0,-0.5,768
"1953","Henry Walker",2009,"SG",1,0,-0.3,739
"1954","Henry Walker",2010,"SG",1,0,-1.8,784
"1955","Henry Walker",2011,"SG",1,0,-2.1,620
"1956","Kyle Weaver",2008,"SG",0,0,-1.2,1166
"1957","Kyle Weaver",2009,"SG",0,0,0.8,144
"1958","Kyle Weaver",2010,"SG",0,0,-2.7,69
"1959","Sonny Weems",2008,"SG",1,0,-18.9,55
"1960","Sonny Weems",2009,"SG",1,0,-2,1368
"1961","Sonny Weems",2010,"SF",1,0,-4.6,1413
"1962","Russell Westbrook",2008,"PG",1,0,-1,2668
"1963","Russell Westbrook",2009,"PG",1,0,1.2,2813
"1964","Russell Westbrook",2010,"PG",1,0,4.2,2847
"1965","Russell Westbrook",2011,"PG",1,0,3,2331
"1966","D.J. White",2008,"PF",1,0,0.4,130
"1967","D.J. White",2009,"PF",1,0,6.4,102
"1968","D.J. White",2010,"C",1,0,0.1,466
"1969","D.J. White",2010,"C,PF",1,0,-1.1,685
"1970","D.J. White",2010,"PF",1,0,-3.7,219
"1971","D.J. White",2011,"PF",1,0,-3.8,1098
"1972","Jawad Williams",2008,"SF",0,0,-3.5,20
"1973","Jawad Williams",2009,"PG",0,0,-4.1,742
"1974","Jawad Williams",2010,"SF",0,0,-6.8,391
"1975","Sun Yue",2008,"SG",0,0,-19.4,28
"1976","David Andersen",2009,"C",0,1,-2.6,891
"1977","David Andersen",2010,"PF",0,1,-3.1,746
"1978","Antonio Anderson",2009,"SF",0,1,-12.4,15
"1979","Jeff Ayres",2009,"C",1,1,-3,405
"1980","Jeff Ayres",2011,"C",1,1,-2.8,106
"1981","Jeff Ayres",2012,"PF",1,1,-1,369
"1982","Rodrigue Beaubois",2009,"PG",1,1,1.5,700
"1983","Rodrigue Beaubois",2010,"PG",1,1,-2.7,496
"1984","Rodrigue Beaubois",2011,"PG",1,1,1.3,1151
"1985","Rodrigue Beaubois",2012,"PG",1,1,-2.6,549
"1986","DeJuan Blair",2009,"PF",1,1,-0.7,1494
"1987","DeJuan Blair",2010,"PF",1,1,-0.5,1734
"1988","DeJuan Blair",2011,"PF",1,1,-0.3,1363
"1989","DeJuan Blair",2012,"PF",1,1,-1.6,851
"1990","Jon Brockman",2009,"PF",0,1,-3,654
"1991","Jon Brockman",2010,"C",0,1,-3.9,677
"1992","Jon Brockman",2011,"PF",0,1,-6.5,239
"1993","Derrick Brown",2009,"SF",0,1,-0.6,535
"1994","Derrick Brown",2010,"SF",0,1,-1.46666666666667,1152
"1995","Derrick Brown",2011,"SF",0,1,-1.5,1443
"1996","Chase Budinger",2009,"SF",1,1,0.5,1488
"1997","Chase Budinger",2010,"SF",1,1,-0.2,1738
"1998","Chase Budinger",2011,"SF",1,1,1.2,1298
"1999","Chase Budinger",2012,"SF",1,1,-1.4,508
"2000","DeMarre Carroll",2009,"SF",1,1,-4.2,795
"2001","DeMarre Carroll",2010,"PF",1,1,-5.23333333333333,100
"2002","DeMarre Carroll",2011,"PF",1,1,9.3,21
"2003","DeMarre Carroll",2011,"PF,SF",1,1,-1.9,348
"2004","DeMarre Carroll",2011,"SF",1,1,-2.6,327
"2005","DeMarre Carroll",2012,"SF",1,1,1.3,1111
"2006","Omri Casspi",2009,"SF",1,1,-1.1,1931
"2007","Omri Casspi",2010,"SF",1,1,-0.6,1702
"2008","Omri Casspi",2011,"SF",1,1,-2.2,1341
"2009","Omri Casspi",2012,"SF",1,1,-0.1,503
"2010","Earl Clark",2009,"PF",1,1,-5.5,383
"2011","Earl Clark",2010,"SF",1,1,-3.66666666666667,928
"2012","Earl Clark",2011,"PF",1,1,-4.9,559
"2013","Earl Clark",2012,"PF",1,1,-0.7,1363
"2014","Darren Collison",2009,"PG",1,1,-0.8,2109
"2015","Darren Collison",2010,"PG",1,1,-0.3,2360
"2016","Darren Collison",2011,"PG",1,1,-0.2,1878
"2017","Darren Collison",2012,"PG",1,1,0.1,2372
"2018","Dante Cunningham",2009,"PF",1,1,-1.8,707
"2019","Dante Cunningham",2010,"PF",1,1,-3.2,3274
"2020","Dante Cunningham",2011,"PF",1,1,0.8,1124
"2021","Dante Cunningham",2012,"PF",1,1,-1.4,2010
"2022","JamesOn Curry",2009,"PG",0,1,-7,0
"2023","Stephen Curry",2009,"PG",1,1,0.7,2896
"2024","Stephen Curry",2010,"PG",1,1,2.3,2489
"2025","Stephen Curry",2011,"PG",1,1,4.3,732
"2026","Stephen Curry",2012,"PG",1,1,5.4,2983
"2027","Austin Daye",2009,"SF",1,1,-1.8,915
"2028","Austin Daye",2010,"SF",1,1,-1.3,1446
"2029","Austin Daye",2011,"SF",1,1,-5,603
"2030","Austin Daye",2012,"SF",1,1,0.433333333333333,1352
"2031","DeMar DeRozan",2009,"SG",1,1,-2.8,1664
"2032","DeMar DeRozan",2010,"SG",1,1,-2.5,2851
"2033","DeMar DeRozan",2011,"SG",1,1,-2.7,2206
"2034","DeMar DeRozan",2012,"SG",1,1,-1.4,3013
"2035","Toney Douglas",2009,"PG",1,1,-0.4,1087
"2036","Toney Douglas",2010,"SG",1,1,0.4,1971
"2037","Toney Douglas",2011,"PG",1,1,-5.6,656
"2038","Toney Douglas",2012,"PG",1,1,-0.0666666666666667,2578
"2039","Wayne Ellington",2009,"SG",1,1,-3.5,1384
"2040","Wayne Ellington",2010,"SG",1,1,-3.5,1181
"2041","Wayne Ellington",2011,"SG",1,1,-2.8,973
"2042","Wayne Ellington",2012,"SG",1,1,-0.533333333333333,3322
"2043","Tyreke Evans",2009,"SG",1,1,1.3,2677
"2044","Tyreke Evans",2010,"SG",1,1,0,2107
"2045","Tyreke Evans",2011,"SG",1,1,-0.6,2162
"2046","Tyreke Evans",2012,"SG",1,1,1.8,2016
"2047","Jonny Flynn",2009,"PG",0,1,-2.9,2339
"2048","Jonny Flynn",2010,"PG",0,1,-6.3,983
"2049","Jonny Flynn",2011,"PG",0,1,-4.96666666666667,832
"2050","Sundiata Gaines",2009,"PG",0,1,1.1,217
