"","Name","Season","Pos","through_4_years","after_2010","BPM","MP"
"3561","Delon Wright",2015,"PG",1,1,0.9,229
"3562","Delon Wright",2016,"PG",1,1,2,446
"3563","Delon Wright",2017,"PG",1,1,3.3,1433
"3564","Delon Wright",2018,"PG",1,1,1.46666666666667,3398
"3565","Joe Young",2015,"PG",0,1,-4.7,384
"3566","Joe Young",2016,"PG",0,1,-5.2,135
"3567","Joe Young",2017,"PG",0,1,-3.5,558
"3568","Álex Abrines",2016,"SG",0,1,-1.6,1055
"3569","Álex Abrines",2017,"SG",0,1,-1.5,1134
"3570","Álex Abrines",2018,"SG",0,1,-3.3,588
"3571","Ron Baker",2016,"SG",0,1,-4.7,857
"3572","Ron Baker",2017,"SG",0,1,-0.4,385
"3573","Ron Baker",2018,"SG",0,1,-7.16666666666667,304
"3574","Wade Baldwin",2016,"PG",0,1,-5.5,405
"3575","Wade Baldwin",2017,"PG",0,1,1.9,80
"3576","Wade Baldwin",2018,"PG",0,1,-10.3,94
"3577","Malik Beasley",2016,"SG",1,1,-0.6,165
"3578","Malik Beasley",2017,"SG",1,1,-3.8,583
"3579","Malik Beasley",2018,"SG",1,1,0.1,1879
"3580","Malik Beasley",2019,"SG",1,1,-1.9,2418
"3581","DeAndre' Bembry",2016,"SF",1,1,-3.5,371
"3582","DeAndre' Bembry",2017,"SF",1,1,-4.7,455
"3583","DeAndre' Bembry",2018,"SG",1,1,-2.4,1931
"3584","DeAndre' Bembry",2019,"SG",1,1,-2.5,915
"3585","Dragan Bender",2016,"PF",1,1,-5.1,574
"3586","Dragan Bender",2017,"PF",1,1,-3.7,2069
"3587","Dragan Bender",2018,"PF",1,1,-4.1,826
"3588","Dragan Bender",2019,"C",1,1,-1.4,91
"3589","Dragan Bender",2019,"C,PF",1,1,-3,286
"3590","Dragan Bender",2019,"PF",1,1,-3.7,195
"3591","Ben Bentil",2016,"PF",0,1,-25.9,10
"3592","Davis Bertans",2016,"PF",1,1,1.3,808
"3593","Davis Bertans",2017,"PF",1,1,1.6,1086
"3594","Davis Bertans",2018,"PF",1,1,1.3,1632
"3595","Davis Bertans",2019,"PF",1,1,0.9,1583
"3596","Joel Bolomboy",2016,"PF",0,1,3.4,53
"3597","Joel Bolomboy",2017,"PF",0,1,-5,38
"3598","Malcolm Brogdon",2016,"SG",1,1,-0.4,1982
"3599","Malcolm Brogdon",2017,"PG",1,1,-1.2,1436
"3600","Malcolm Brogdon",2018,"SG",1,1,2.2,1832
"3601","Malcolm Brogdon",2019,"PG",1,1,1.8,1666
"3602","Jaylen Brown",2016,"SF",1,1,-3.7,1341
"3603","Jaylen Brown",2017,"SG",1,1,-0.5,2152
"3604","Jaylen Brown",2018,"SG",1,1,-2.1,1913
"3605","Jaylen Brown",2019,"SG",1,1,0.8,1934
"3606","Nicolás Brussino",2016,"SG",0,1,-1.6,521
"3607","Nicolás Brussino",2017,"SF",0,1,-11.3,10
"3608","Marquese Chriss",2016,"PF",1,1,-2.2,1743
"3609","Marquese Chriss",2017,"PF",1,1,-2.8,1527
"3610","Marquese Chriss",2018,"PF",1,1,-8.43333333333333,998
"3611","Marquese Chriss",2019,"PF",1,1,0.6,1196
"3612","Semaj Christon",2016,"PG",0,1,-5.1,973
"3613","Quinn Cook",2016,"PG",1,1,-3.43333333333333,376
"3614","Quinn Cook",2017,"PG",1,1,-1.6,740
"3615","Quinn Cook",2018,"PG",1,1,-2.1,1059
"3616","Quinn Cook",2019,"PG",1,1,-3.8,508
"3617","Deyonta Davis",2016,"C",0,1,-4.6,238
"3618","Deyonta Davis",2017,"C",0,1,-1.5,943
"3619","Deyonta Davis",2018,"C",0,1,-2,118
"3620","Malcolm Delaney",2016,"PG",0,1,-5.6,1248
"3621","Malcolm Delaney",2017,"PG",0,1,-2.6,1014
"3622","Cheick Diallo",2016,"PF",1,1,-3.7,199
"3623","Cheick Diallo",2017,"PF",1,1,-1.2,581
"3624","Cheick Diallo",2018,"PF",1,1,-0.9,896
"3625","Cheick Diallo",2019,"C",1,1,-1.3,479
"3626","Kris Dunn",2016,"PG",1,1,-2.8,1333
"3627","Kris Dunn",2017,"PG",1,1,-1.3,1525
"3628","Kris Dunn",2018,"PG",1,1,-2.7,1389
"3629","Kris Dunn",2019,"PG",1,1,-0.6,1269
"3630","Henry Ellenson",2016,"PF",1,1,-5.9,146
"3631","Henry Ellenson",2017,"PF",1,1,-4.4,329
"3632","Henry Ellenson",2018,"PF",1,1,-0.4,518
"3633","Henry Ellenson",2019,"C",1,1,-10.9,15
"3634","Joel Embiid",2016,"C",1,1,4.5,786
"3635","Joel Embiid",2017,"C",1,1,3.3,1912
"3636","Joel Embiid",2018,"C",1,1,4.9,2154
"3637","Joel Embiid",2019,"C",1,1,4.7,1506
"3638","Kay Felder",2016,"PG",0,1,-2.4,386
"3639","Kay Felder",2017,"PG",0,1,-14.4,280
"3640","Yogi Ferrell",2016,"PG",1,1,-2.93333333333333,2394
"3641","Yogi Ferrell",2017,"SG",1,1,-1.4,2282
"3642","Yogi Ferrell",2018,"PG",1,1,-1.4,1067
"3643","Yogi Ferrell",2019,"PG",1,1,-1.8,530
"3644","Dorian Finney-Smith",2016,"PF",1,1,-2.6,1642
"3645","Dorian Finney-Smith",2017,"PF",1,1,-4.6,448
"3646","Dorian Finney-Smith",2018,"SF",1,1,-1.4,1985
"3647","Dorian Finney-Smith",2019,"PF",1,1,-0.2,2120
"3648","Bryn Forbes",2016,"SG",1,1,-5.4,285
"3649","Bryn Forbes",2017,"SG",1,1,-3.1,1517
"3650","Bryn Forbes",2018,"SG",1,1,-1.2,2293
"3651","Bryn Forbes",2019,"SG",1,1,-2.7,1579
"3652","Patricio Garino",2016,"SG",0,1,-17.9,43
"3653","Michael Gbinije",2016,"SG",0,1,-12.1,32
"3654","Marcus Georges-Hunt",2016,"SG",0,1,-4.5,48
"3655","Marcus Georges-Hunt",2017,"SG",0,1,-5.1,224
"3656","Jonathan Gibson",2016,"PG",0,1,-3.7,231
"3657","Jonathan Gibson",2017,"PG",0,1,4.1,40
"3658","Treveon Graham",2016,"SG",1,1,-1,189
"3659","Treveon Graham",2017,"SG",1,1,-2.7,1050
"3660","Treveon Graham",2018,"SG",1,1,-3.7,715
"3661","Treveon Graham",2019,"SF",1,1,-5.43333333333333,1858
"3662","A.J. Hammons",2016,"C",0,1,-6.6,163
"3663","Andrew Harrison",2016,"PG",0,1,-3.4,1474
"3664","Andrew Harrison",2017,"PG",0,1,-1.5,1326
"3665","Andrew Harrison",2018,"PG",0,1,-9.475,374
"3666","Juan Hernangómez",2016,"PF",1,1,-0.1,842
"3667","Juan Hernangómez",2017,"PF",1,1,-3.3,277
"3668","Juan Hernangómez",2018,"PF",1,1,-1.1,1358
"3669","Juan Hernangómez",2019,"PF",1,1,-3.36666666666667,1666
"3670","Willy Hernangómez",2016,"C",1,1,-0.3,1324
"3671","Willy Hernangómez",2017,"C",1,1,1.3,990
"3672","Willy Hernangómez",2018,"C",1,1,-0.1,812
"3673","Willy Hernangómez",2019,"C",1,1,0.1,375
"3674","Buddy Hield",2016,"SG",1,1,-1.86666666666667,3776
"3675","Buddy Hield",2017,"SG",1,1,1,2024
"3676","Buddy Hield",2018,"SG",1,1,2.1,2615
"3677","Buddy Hield",2019,"SG",1,1,1.1,2216
"3678","Danuel House",2016,"SG",1,1,0.9,1
"3679","Danuel House",2017,"SG",1,1,-1.6,403
"3680","Danuel House",2018,"SF",1,1,-0.5,979
"3681","Danuel House",2019,"SF",1,1,-0.7,1913
"3682","Brandon Ingram",2016,"SF",1,1,-4.4,2279
"3683","Brandon Ingram",2017,"SF",1,1,-1.2,1975
"3684","Brandon Ingram",2018,"SF",1,1,-2,1760
"3685","Brandon Ingram",2019,"PF",1,1,2.1,2104
"3686","Demetrius Jackson",2016,"PG",0,1,9.8,17
"3687","Demetrius Jackson",2017,"PG",0,1,-2.13333333333333,160
"3688","Demetrius Jackson",2018,"PG",0,1,4.5,39
"3689","Pierre Jackson",2016,"PG",0,1,-4.4,84
"3690","Brice Johnson",2016,"PF",0,1,-2,9
"3691","Brice Johnson",2017,"PF",0,1,0.166666666666667,196
"3692","Damian Jones",2016,"C",1,1,-9.7,85
"3693","Damian Jones",2017,"C",1,1,-7.1,89
"3694","Damian Jones",2018,"C",1,1,1.1,410
"3695","Damian Jones",2019,"C",1,1,-1.5,887
"3696","Derrick Jones Jr.",2016,"SF",1,1,-2.3,545
"3697","Derrick Jones Jr.",2017,"SF",1,1,-0.6,490
"3698","Derrick Jones Jr.",2018,"SF",1,1,-0.5,1153
"3699","Derrick Jones Jr.",2019,"SF",1,1,0.7,1375
"3700","Mindaugas Kuzminskas",2016,"SF",0,1,-1.9,1016
"3701","Mindaugas Kuzminskas",2017,"SF",0,1,-54.7,2
"3702","Skal Labissière",2016,"PF",1,1,-2.3,612
"3703","Skal Labissière",2017,"PF",1,1,-2.7,1240
"3704","Skal Labissière",2018,"PF",1,1,-2.13333333333333,352
"3705","Skal Labissière",2019,"C",1,1,-1.3,567
"3706","Nicolás Laprovíttola",2016,"PG",0,1,-3.9,174
"3707","Jake Layman",2016,"SF",1,1,-6.4,249
"3708","Jake Layman",2017,"SF",1,1,-4.3,160
"3709","Jake Layman",2018,"SF",1,1,-0.5,1327
"3710","Jake Layman",2019,"SF",1,1,-3.7,505
"3711","Caris LeVert",2016,"SF",1,1,-1.1,1237
"3712","Caris LeVert",2017,"SF",1,1,-0.8,1864
"3713","Caris LeVert",2018,"SF",1,1,0.2,1063
"3714","Caris LeVert",2019,"SG",1,1,-0.3,1330
"3715","Shawn Long",2016,"C",0,1,1.2,234
"3716","Timothé Luwawu-Cabarrot",2016,"SF",1,1,-4.6,1190
"3717","Timothé Luwawu-Cabarrot",2017,"SF",1,1,-4.1,807
"3718","Timothé Luwawu-Cabarrot",2018,"SF",1,1,-5.66666666666667,1338
"3719","Timothé Luwawu-Cabarrot",2019,"SF",1,1,-2.2,853
"3720","Sheldon Mac",2016,"SG",0,1,-2.3,287
"3721","Thon Maker",2016,"C",1,1,-2,562
"3722","Thon Maker",2017,"C",1,1,-3.5,1238
"3723","Thon Maker",2018,"C",1,1,0,409
"3724","Thon Maker",2018,"C,PF",1,1,-1.2,972
"3725","Thon Maker",2018,"PF",1,1,-2.1,563
"3726","Thon Maker",2019,"C",1,1,-1.4,776
"3727","Patrick McCaw",2016,"SG",1,1,-2.4,1074
"3728","Patrick McCaw",2017,"SG",1,1,-4.1,961
"3729","Patrick McCaw",2018,"SG",1,1,-5.23333333333333,794
"3730","Patrick McCaw",2019,"SF",1,1,-1.8,908
"3731","Rodney McGruder",2016,"SG",1,1,-1.9,1966
"3732","Rodney McGruder",2017,"SG",1,1,-1.4,299
"3733","Rodney McGruder",2018,"SG",1,1,-2.3,1550
"3734","Rodney McGruder",2019,"SG",1,1,-3,871
"3735","Dejounte Murray",2016,"PG",1,1,-4.8,322
"3736","Dejounte Murray",2017,"PG",1,1,0.5,1743
"3737","Dejounte Murray",2019,"PG",1,1,0.4,1687
"3738","Jamal Murray",2016,"SG",1,1,-2,1764
"3739","Jamal Murray",2017,"PG",1,1,-0.3,2565
"3740","Jamal Murray",2018,"PG",1,1,0.6,2447
"3741","Jamal Murray",2019,"PG",1,1,1.2,1904
"3742","Maurice Ndour",2016,"PF",0,1,-2.8,331
"3743","Georges Niang",2016,"PF",1,1,-11.7,93
"3744","Georges Niang",2017,"PF",1,1,-4,32
"3745","Georges Niang",2018,"PF",1,1,0,516
"3746","Georges Niang",2019,"PF",1,1,-0.1,923
"3747","David Nwaba",2016,"SG",1,1,-2.2,397
"3748","David Nwaba",2017,"SG",1,1,-2.5,1646
"3749","David Nwaba",2018,"SF",1,1,-2.1,984
"3750","David Nwaba",2019,"SF",1,1,1,268
"3751","Daniel Ochefu",2016,"C",0,1,-8.4,75
"3752","Chinanu Onuaku",2016,"C",0,1,-1.5,52
"3753","Chinanu Onuaku",2017,"C",0,1,-14.7,22
"3754","Georgios Papagiannis",2016,"C",0,1,-3.8,355
"3755","Georgios Papagiannis",2017,"C",0,1,10.0666666666667,244
"3756","Gary Payton II",2016,"PG",1,1,-6.5,99
"3757","Gary Payton II",2017,"PG",1,1,-3.93333333333333,442
"3758","Gary Payton II",2018,"PG",1,1,18.9,16
"3759","Gary Payton II",2019,"SF",1,1,-1.6,432
"3760","Marshall Plumlee",2016,"C",0,1,-4.6,170
"3761","Marshall Plumlee",2017,"C",0,1,-4.5,52
"3762","Jakob Poeltl",2016,"C",1,1,-3.1,626
"3763","Jakob Poeltl",2017,"C",1,1,0.4,1524
"3764","Jakob Poeltl",2018,"C",1,1,2,1273
"3765","Jakob Poeltl",2019,"C",1,1,2.5,1171
"3766","Alex Poythress",2016,"PF",0,1,-2.9,157
"3767","Alex Poythress",2017,"PF",0,1,-5.1,104
"3768","Alex Poythress",2018,"PF",0,1,-3.5,305
"3769","Taurean Prince",2016,"SF",1,1,-1.8,981
"3770","Taurean Prince",2017,"SF",1,1,-1.1,2464
"3771","Taurean Prince",2018,"SF",1,1,-2,1552
"3772","Taurean Prince",2019,"PF",1,1,-2.9,1857
"3773","Tim Quarterman",2016,"SG",0,1,-2.8,80
"3774","Tim Quarterman",2017,"SG",0,1,-9.7,13
"3775","Chasson Randle",2016,"PG",1,1,-0.666666666666667,598
"3776","Chasson Randle",2018,"PG",1,1,-4,743
"3777","Chasson Randle",2019,"PG",1,1,-5.8,40
"3778","Malachi Richardson",2016,"SG",0,1,-4.8,198
"3779","Malachi Richardson",2017,"SG",0,1,-6.86666666666667,648
"3780","Malachi Richardson",2018,"SG",0,1,-8.8,103
"3781","Domantas Sabonis",2016,"PF",1,1,-4.5,1632
"3782","Domantas Sabonis",2017,"C",1,1,-1.1,1810
"3783","Domantas Sabonis",2018,"C",1,1,3.1,1838
"3784","Domantas Sabonis",2019,"PF",1,1,3.2,2159
"3785","Dario Šaric",2016,"PF",1,1,-2.3,2129
"3786","Dario Šaric",2017,"PF",1,1,1.3,2310
"3787","Dario Šaric",2018,"PF",1,1,-2.36666666666667,4046
"3788","Dario Šaric",2019,"PF",1,1,-0.4,1632
"3789","Tomáš Satoranský",2016,"SG",1,1,-2.4,719
"3790","Tomáš Satoranský",2017,"SG",1,1,1.2,1643
"3791","Tomáš Satoranský",2018,"PG",1,1,-0.7,2164
"3792","Tomáš Satoranský",2019,"SG",1,1,-1.3,1878
"3793","Wayne Selden",2016,"SG",0,1,-4.6,472
"3794","Wayne Selden",2017,"SG",0,1,-3.1,692
"3795","Wayne Selden",2018,"SG",0,1,-5.23333333333333,2878
"3796","Pascal Siakam",2016,"PF",1,1,-2.4,859
"3797","Pascal Siakam",2017,"PF",1,1,1.3,1679
"3798","Pascal Siakam",2018,"PF",1,1,2.4,2548
"3799","Pascal Siakam",2019,"PF",1,1,1.8,2110
"3800","Diamond Stone",2016,"C",0,1,-20.8,24
"3801","Isaiah Taylor",2016,"PG",0,1,-7.8,52
"3802","Isaiah Taylor",2017,"PG",0,1,-4.4,1167
"3803","Mike Tobey",2016,"C",0,1,-9.5,25
"3804","Tyler Ulis",2016,"PG",0,1,-2.4,1123
"3805","Tyler Ulis",2017,"PG",0,1,-4.4,1658
"3806","Tyler Ulis",2018,"PG",0,1,-10.4,1
"3807","Jarrod Uthoff",2016,"PF",1,1,-2.2,115
"3808","Jarrod Uthoff",2019,"PF",1,1,-6.4,106
"3809","Denzel Valentine",2016,"SG",1,1,-3.3,976
"3810","Denzel Valentine",2017,"SG",1,1,-1,2095
"3811","Denzel Valentine",2019,"SF",1,1,-0.6,488
"3812","Fred VanVleet",2016,"PG",1,1,-2.1,294
"3813","Fred VanVleet",2017,"PG",1,1,2.4,1520
"3814","Fred VanVleet",2018,"PG",1,1,0.5,1760
"3815","Fred VanVleet",2019,"SG",1,1,2.7,1928
"3816","Okaro White",2016,"PF",0,1,-3.1,471
"3817","Okaro White",2017,"PF",0,1,-0.7,80
"3818","Okaro White",2018,"PF",0,1,-16.8,6
"3819","Isaiah Whitehead",2016,"PG",0,1,-5.1,1643
"3820","Isaiah Whitehead",2017,"PG",0,1,-3.8,180
"3821","Troy Williams",2016,"SF",0,1,-3.36666666666667,1114
"3822","Troy Williams",2017,"SF",0,1,-5.26666666666667,614
"3823","Troy Williams",2018,"SF",0,1,-2.4,312
"3824","Kyle Wiltjer",2016,"PF",0,1,-5.4,44
"3825","Stephen Zimmerman",2016,"C",0,1,-8.3,108
"3826","Paul Zipser",2016,"SF",0,1,-4.4,843
"3827","Paul Zipser",2017,"SF",0,1,-6.1,824
"3828","Ivica Zubac",2016,"C",1,1,-1.7,609
"3829","Ivica Zubac",2017,"C",1,1,-2,410
"3830","Ivica Zubac",2018,"C",1,1,-0.466666666666667,2080
"3831","Ivica Zubac",2019,"C",1,1,2.8,1326
"3832","Bam Adebayo",2017,"C",1,1,-0.4,1368
"3833","Bam Adebayo",2018,"C",1,1,1.8,1913
"3834","Bam Adebayo",2019,"PF",1,1,3.4,2417
"3835","Bam Adebayo",2020,"C",1,1,4.7,2143
"3836","Jarrett Allen",2017,"C",1,1,-0.8,1441
"3837","Jarrett Allen",2018,"C",1,1,1.6,2096
"3838","Jarrett Allen",2019,"C",1,1,2.3,1852
"3839","Jarrett Allen",2020,"C",1,1,1.16666666666667,3728
"3840","Kadeem Allen",2017,"PG",0,1,-7.7,107
"3841","Kadeem Allen",2018,"PG",0,1,0.6,416
"3842","Kadeem Allen",2019,"PG",0,1,-0.7,117
"3843","Ike Anigbogu",2017,"C",0,1,1.9,30
"3844","Ike Anigbogu",2018,"C",0,1,-16.2,6
"3845","OG Anunoby",2017,"SF",1,1,-0.6,1481
"3846","OG Anunoby",2018,"SF",1,1,-2.4,1352
"3847","OG Anunoby",2019,"SF",1,1,1.2,2066
"3848","OG Anunoby",2020,"SF",1,1,1,1433
"3849","Ryan Arcidiacono",2017,"PG",1,1,-4.1,304
"3850","Ryan Arcidiacono",2018,"PG",1,1,-1.9,1961
"3851","Ryan Arcidiacono",2019,"PG",1,1,-2.8,930
"3852","Ryan Arcidiacono",2020,"PG",1,1,-2.5,450
"3853","Jamel Artis",2017,"SG",0,1,-5.4,279
"3854","Dwayne Bacon",2017,"SG",1,1,-4.7,713
"3855","Dwayne Bacon",2018,"SG",1,1,-3.7,759
"3856","Dwayne Bacon",2019,"SG",1,1,-6.8,687
"3857","Dwayne Bacon",2020,"SG",1,1,-5.1,1853
"3858","Lonzo Ball",2017,"PG",1,1,1,1780
"3859","Lonzo Ball",2018,"PG",1,1,-0.3,1423
"3860","Lonzo Ball",2019,"PG",1,1,0.6,2025
"3861","Lonzo Ball",2020,"PG",1,1,1.6,1747
"3862","Jordan Bell",2017,"C",1,1,2.8,809
"3863","Jordan Bell",2018,"C",1,1,-0.9,788
"3864","Jordan Bell",2019,"C",1,1,-2.2,512
"3865","Jordan Bell",2020,"C",1,1,-5.6,164
"3866","Khem Birch",2017,"C",1,1,-0.9,578
"3867","Khem Birch",2018,"C",1,1,1.2,643
"3868","Khem Birch",2019,"C",1,1,-2.4,922
"3869","Khem Birch",2020,"C",1,1,-1.13333333333333,3058
"3870","Jabari Bird",2017,"SG",0,1,-3.1,115
"3871","Antonio Blakeney",2017,"SG",0,1,-5.2,314
"3872","Antonio Blakeney",2018,"SG",0,1,-5.2,829
"3873","Bogdan Bogdanovic",2017,"SG",1,1,-1.5,2175
"3874","Bogdan Bogdanovic",2018,"SG",1,1,-0.6,1947
"3875","Bogdan Bogdanovic",2019,"SG",1,1,0.6,1766
"3876","Bogdan Bogdanovic",2020,"SG",1,1,3.8,1305
"3877","Chris Boucher",2017,"PF",1,1,-33.1,1
"3878","Chris Boucher",2018,"PF",1,1,2.6,163
"3879","Chris Boucher",2019,"C",1,1,2,819
"3880","Chris Boucher",2020,"C",1,1,2.9,1453
"3881","Tony Bradley",2017,"C",1,1,-7.5,29
"3882","Tony Bradley",2018,"C",1,1,-6,36
"3883","Tony Bradley",2019,"C",1,1,1.3,663
"3884","Tony Bradley",2020,"C",1,1,1.4,1368
"3885","Dillon Brooks",2017,"SF",1,1,-4,2350
"3886","Dillon Brooks",2018,"SF",1,1,-6.3,330
"3887","Dillon Brooks",2019,"SG",1,1,-4.1,2112
"3888","Dillon Brooks",2020,"SF",1,1,-3.9,1997
"3889","Sterling Brown",2017,"SG",1,1,-3.1,776
"3890","Sterling Brown",2018,"SG",1,1,-1.5,1034
"3891","Sterling Brown",2019,"SF",1,1,-2,767
"3892","Sterling Brown",2020,"SG",1,1,-1.7,1229
"3893","Thomas Bryant",2017,"C",1,1,-3.3,72
"3894","Thomas Bryant",2018,"C",1,1,2,1496
"3895","Thomas Bryant",2019,"C",1,1,2.2,1147
"3896","Thomas Bryant",2020,"C",1,1,0.4,271
"3897","Alex Caruso",2017,"PG",1,1,-2.9,562
"3898","Alex Caruso",2018,"PG",1,1,-0.2,531
"3899","Alex Caruso",2019,"PG",1,1,-0.2,1175
"3900","Alex Caruso",2020,"PG",1,1,-0.2,1216
"3901","Tyler Cavanaugh",2017,"PF",0,1,-1.9,518
"3902","Tyler Cavanaugh",2018,"PF",0,1,-8.4,39
"3903","Gian Clavell",2017,"SG",0,1,-2.2,64
"3904","Antonius Cleveland",2017,"SG",0,1,-5.83333333333333,246
"3905","Antonius Cleveland",2019,"SG",0,1,-10.1,46
"3906","John Collins",2017,"PF",1,1,-0.2,1785
"3907","John Collins",2018,"PF",1,1,0.9,1829
"3908","John Collins",2019,"PF",1,1,3.1,1363
"3909","John Collins",2020,"PF",1,1,2.1,1848
"3910","Zach Collins",2017,"C",0,1,-4.3,1045
"3911","Zach Collins",2018,"C",0,1,-1.2,1356
"3912","Zach Collins",2019,"PF",0,1,-3.1,290
"3913","Kyle Collinsworth",2017,"SF",0,1,-2.6,480
"3914","Charles Cooke",2017,"SG",0,1,-14.4,38
"3915","Matt Costello",2017,"C",0,1,-0.7,32
"3916","Torrey Craig",2017,"SF",1,1,-2.9,629
"3917","Torrey Craig",2018,"SF",1,1,-1.9,1503
"3918","Torrey Craig",2019,"SF",1,1,-2.3,1072
"3919","Torrey Craig",2020,"SF",1,1,0.0666666666666667,1606
"3920","Tyler Dorsey",2017,"SG",0,1,-2.9,974
"3921","Tyler Dorsey",2018,"SG",0,1,-3.7,1396
"3922","Damyean Dotson",2017,"SG",1,1,-2.3,474
"3923","Damyean Dotson",2018,"SG",1,1,-2.6,2004
"3924","Damyean Dotson",2019,"SG",1,1,-1.5,836
"3925","Damyean Dotson",2020,"SG",1,1,-4.8,907
"3926","Milton Doyle",2017,"SG",0,1,-6.8,125
"3927","PJ Dozier",2017,"PG",1,1,-20.4,3
"3928","PJ Dozier",2018,"SG",1,1,-2,51
"3929","PJ Dozier",2019,"SG",1,1,-3.9,412
"3930","PJ Dozier",2020,"SG",1,1,-3,1088
"3931","Jawun Evans",2017,"PG",0,1,-5,778
"3932","Jawun Evans",2018,"PG",0,1,-33.6333333333333,130
"3933","Terrance Ferguson",2017,"SG",1,1,-3.3,763
"3934","Terrance Ferguson",2018,"SG",1,1,-3.8,1931
"3935","Terrance Ferguson",2019,"SF",1,1,-4.5,1257
"3936","Terrance Ferguson",2020,"SG",1,1,-14.8,49
"3937","De'Aaron Fox",2017,"PG",1,1,-4.2,2026
"3938","De'Aaron Fox",2018,"PG",1,1,1.5,2546
"3939","De'Aaron Fox",2019,"PG",1,1,1.8,1634
"3940","De'Aaron Fox",2020,"PG",1,1,1.4,2036
"3941","Markelle Fultz",2017,"SG",1,1,-2.6,253
"3942","Markelle Fultz",2018,"SG",1,1,-3.1,427
"3943","Markelle Fultz",2019,"PG",1,1,-1.8,1996
"3944","Markelle Fultz",2020,"PG",1,1,-4.6,215
"3945","Josh Gray",2017,"PG",0,1,-4.2,86
"3946","Josh Gray",2019,"PG",0,1,-16,23
"3947","Daniel Hamilton",2017,"SG",0,1,2.3,28
"3948","Daniel Hamilton",2018,"SG",0,1,-4.1,204
"3949","Shaquille Harrison",2017,"PG",1,1,-0.7,384
"3950","Shaquille Harrison",2018,"SG",1,1,-1.3,1430
"3951","Shaquille Harrison",2019,"SG",1,1,2.8,484
"3952","Shaquille Harrison",2020,"SG",1,1,-5.5,666
"3953","Josh Hart",2017,"SG",1,1,-0.1,1461
"3954","Josh Hart",2018,"SG",1,1,-1.3,1715
"3955","Josh Hart",2019,"SF",1,1,-0.7,1755
"3956","Josh Hart",2020,"SF",1,1,-1.1,1349
"3957","Nigel Hayes",2017,"SF",0,1,1.875,244
"3958","Reggie Hearn",2017,"SG",0,1,1.5,7
"3959","Myke Henry",2017,"SF",0,1,-1.3,378
"3960","Isaiah Hicks",2017,"PF",0,1,-7.6,240
"3961","Isaiah Hicks",2018,"PF",0,1,0.1,32
"3962","John Holland",2017,"SF",0,1,-5.5,174
"3963","John Holland",2018,"SF",0,1,-5,1
"3964","Vince Hunter",2017,"PF",0,1,9.7,7
"3965","Andre Ingram",2017,"SG",0,1,4.3,64
"3966","Andre Ingram",2018,"SG",0,1,-19.6,15
"3967","Jonathan Isaac",2017,"PF",0,1,-1.4,536
"3968","Jonathan Isaac",2018,"PF",0,1,-0.4,1996
"3969","Jonathan Isaac",2019,"PF",0,1,2.3,980
"3970","Wesley Iwundu",2017,"SF",1,1,-4.3,1020
"3971","Wesley Iwundu",2018,"SF",1,1,-3.2,1233
"3972","Wesley Iwundu",2019,"SF",1,1,-2.6,953
"3973","Wesley Iwundu",2020,"SF",1,1,-6.63333333333333,1078
"3974","Aaron Jackson",2017,"PG",0,1,-8.9,35
"3975","Josh Jackson",2017,"SF",1,1,-4.2,1959
"3976","Josh Jackson",2018,"SG",1,1,-4.6,1988
"3977","Josh Jackson",2019,"SF",1,1,0,381
"3978","Josh Jackson",2020,"SG",1,1,-3.3,1560
"3979","Justin Jackson",2017,"SF",1,1,-3.5,1506
"3980","Justin Jackson",2018,"SF",1,1,-1.5,3228
"3981","Justin Jackson",2019,"PF",1,1,-3.4,1045
"3982","Justin Jackson",2020,"SF",1,1,-4.83333333333333,1154
"3983","Mike James",2017,"PG",1,1,-4.26666666666667,1374
"3984","Mike James",2020,"PG",1,1,-4.5,236
"3985","Dakari Johnson",2017,"C",0,1,-0.3,161
"3986","Omari Johnson",2017,"PF",0,1,-4.5,75
"3987","Jalen Jones",2017,"SF",0,1,-6.4,362
"3988","Jalen Jones",2018,"SF",0,1,-4.3,214
"3989","Luke Kennard",2017,"SG",1,1,-0.8,1463
"3990","Luke Kennard",2018,"SG",1,1,-1.1,1437
"3991","Luke Kennard",2019,"SG",1,1,-0.3,922
"3992","Luke Kennard",2020,"SG",1,1,-0.6,1232
"3993","Maxi Kleber",2017,"PF",1,1,-0.5,1206
"3994","Maxi Kleber",2018,"PF",1,1,0.4,1502
"3995","Maxi Kleber",2019,"PF",1,1,0.4,1890
"3996","Maxi Kleber",2020,"PF",1,1,-0.7,1341
"3997","Furkan Korkmaz",2017,"SG",1,1,-7.6,80
"3998","Furkan Korkmaz",2018,"SG",1,1,-1.8,679
"3999","Furkan Korkmaz",2019,"SG",1,1,-1.3,1559
"4000","Furkan Korkmaz",2020,"SG",1,1,-0.3,1062
"4001","Luke Kornet",2017,"PF",1,1,0.2,326
"4002","Luke Kornet",2018,"PF",1,1,2.1,784
"4003","Luke Kornet",2019,"C",1,1,-1.2,559
"4004","Luke Kornet",2020,"C",1,1,0.6,254
"4005","Luke Kornet",2020,"C,PF",1,1,0.6,348
"4006","Luke Kornet",2020,"PF",1,1,0.5,94
"4007","Kyle Kuzma",2017,"PF",1,1,-0.7,2401
"4008","Kyle Kuzma",2018,"PF",1,1,-1.4,2314
"4009","Kyle Kuzma",2019,"PF",1,1,-2.6,1526
"4010","Kyle Kuzma",2020,"SF",1,1,-0.7,1954
